product_id,image,is_thumbnail
11,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1665767713/451003_92TCG_8563_013_093_0000_Light--G-GG.jpg,0
12,//media.gucci.com/style/White_South_0_160_316x316/1648827903/451003_92TCF_1000_001_093_0000_Light--G.jpg,1
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671750934/451003_92TCF_1000_003_100_0000_Light--G.jpg,0
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1648827904/451003_92TCF_1000_002_093_0000_Light--G.jpg,0
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671750934/451003_92TCF_1000_003_100_0000_Light--G.jpg,0
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1648827905/451003_92TCF_1000_009_093_0000_Light--G.jpg,0
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1648827906/451003_92TCF_1000_010_093_0000_Light--G.jpg,0
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1648827907/451003_92TCF_1000_012_093_0000_Light--G.jpg,0
12,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1648827908/451003_92TCF_1000_013_093_0000_Light--G.jpg,0
13,//media.gucci.com/style/White_South_0_160_316x316/1674085649/728347_96IWT_8745_001_085_0000_Light-.jpg,1
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671806740/728347_96IWT_8745_003_100_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674085649/728347_96IWT_8745_001_085_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674085650/728347_96IWT_8745_002_085_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671806740/728347_96IWT_8745_003_100_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671806744/728347_96IWT_8745_004_100_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674085652/728347_96IWT_8745_009_085_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674085653/728347_96IWT_8745_010_085_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674085655/728347_96IWT_8745_012_085_0000_Light-.jpg,0
13,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674085657/728347_96IWT_8745_013_085_0000_Light-.jpg,0
14,//media.gucci.com/style/White_South_0_160_316x316/1647020726/693646_UKMDG_2570_001_081_0000_Light--GG.jpg,1
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671733817/693646_UKMDG_2570_003_100_0000_Light--GG.jpg,0
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1647020727/693646_UKMDG_2570_002_081_0000_Light--GG.jpg,0
